file_name,text_extract,supp_name,supp_vat,date,amount,currency
Denner market (68)," DENNER Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung will anu gl2 Betrag C Prokudent Zahnc Kr 125ml 0.60 B Denner Fusilli Napoli 1kg 0.90 B Hirz Hüttenkäse Nature 200g 4 X 1.75 7.00 B Barilla Pesto Rosso 200g 3.40 B Barilla Pesto Genovese 190g 3.40 B D-Pouletfleischkäse 115g 5.20 4 X 1.30 B Denner Mozzarella 2 X 125g 2.60 2 X 1.30 B Mmmh Salatsauce Fren 500ml 2.45 B Geflügel Riesencervel 3x130g 2.95 B Denner Poulet Obers ca. 1000g 6.50 Aktion B Poulet ganz gewürzt ca. 1050g 7.25 Aktuell B Denner Poulet Obers ca. 1000g 6.40 Aktion 3.70 B Emmentaler mild 250g B Denner Toast Schmelzkas 250g 1.75 2.85 B Spanische Nüssli 500g Total CHF 2/12 ele nelleT 56.95 not tim 60.00 Bargeld CHF Rückgeld CHF 3.05 B MWSt. 2.5% 56.35 1.37 C MWSt. 7.7% 0.60 0.04 Total MWSt: 56.95 1.41 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: L. Ragaz Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 31.08.2019 08:57 #:82780 C:41101 6668278001363894",DENNER Schlieren,CHE-105.904.292,31.08.2019,56.95,CHF
Migros market (172), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG TEL. 052 208 15 91 CHF warmes Buffet 0.489kg X 29.00 CHF/kg 14.20 2 TARA 0.806kg Kleinbrot diverse 1.00 2 PET Getränk / RedBull 3.60 2 Salatbuffet 0.233kg X 29.00 CHF/kg 6.75 2 TARA 0.374kg TOTAL 25.55 MAESTRO-CH 25.55 Buchung Maestro XXXXXXXXXXXXXXX0438 26.01.2018 11:42 #31408410/37451/A0000000043060*00050064/ 14255332573/664266/00000000002/50F55ACBA F62DA4AFF66ECAEEC7E5C59/1# Total-EFT CHF: 25.55 TOTAL IN EURO 22.40 MWST-NUMMER: CHE-105.784.711 MWST GR MWST% TOTAL MWST 2 7.70 25.55 1.83 BESTEN DANK FÜR IHREN EINKAUF! 0530111426114300002555 ART 00004 TRANSAKTION 01114 BEDIEN KNR KST. DATUM ZEIT 0000753 053 95480 26.01.2018 11:43,MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG,CHE-105.784.711,26.01.2018,25.55,CHF
Migros Restaurant  (7), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG TEL. 052 208 15 91 CHF warmes Buffet Preissto 17.50 2 Menusalat / Kompott 2.00 2 PET Getränk / RedBull 3.60 2 Kleinbrot diverse 1.00 2 TOTAL 24.10 BAR 100.00 ZURUECK 75.90 TOTAL IN EURO 21.90 HWST-NUMMER: CHE-105.784.711 MWST GR HWST% TOTAL MWST 2 7.70 24.10 1.72 BESTEN DANK FOR IHREN EINKAUF! 0510697405121200002410 ART 00004 TRANSAKTION: 06974 BEDIEN. KNR KST. DATUM ZEIT 0000752 051 95480 05.02.2019 12:12,MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG,CHE-105.784.711,05.02.2019,24.1,CHF
Coop market (120)," nolarey nel coop Für mich und dich. Rümlang Riedmatt B+H Artikel Menge Preis Aktion Total 98 6 ael Chanteclair M 850ml 1 4.75 4.75 1 Stahl Telestange 1 9.95 9.95 1 uso Profi Combi 25 C 1 15.95 15.95 1 Heizkörperreiniger 1 9.95 9.95 1 Clean Flaschenputzer 1 3.50 3.50 1 Kunstpiassava Besen 1 9.95 9.95 1 Klapptritt 2-stufig 1 29.95 29.95 1 VartaLong] PowerAAA 1st 34.95 16.95 16.95 1 A Flaschenputzen 3.50 3.50 1 Bon 15. ab 75. CHF 15.00-x1J Personalrabatt ledel e 9.05- eulo niovsa TOTAL CHF 80.40 PostFinance 80.40 Buchung engil ento PostFinance Card si tas XXXX4557 ob oid 29106 XUB 01.10.2019 18:54 #31473034*00038019/11B9WW/00000000004 Total-EFT CHF: 80.40 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 1 80.40 5.75 aiuqsb 291075q 9V6 tiontà Aktion 9221U2 oil erfasst eingelöst Bon 15. ab 75. CHE 1 1 wor Sie sparen 42.05 Anzahl gekaufter Artikel 9 SUPERCARD HR.: 2501 ****** 4329 ALTER PUNKTESTAND uoms'l 7009 SALDO 703 SUB-/TOTAL EXCL. STOTE 80.40 80 290 SUPERPUNKTE AUS EINKAUF 80 XU6 NEUER PUNKTESTAND XU69 2el SALDO 783 7009 Erhalten digitale Sannelpunkte Trophy Frühstück 8 ES BEDIENTE SIE Frau Sylejmani PERSONALRABATIKARTE Vielen Dank für hren Einkauf Rückgabe nur mit Kassenbon 9900010888701101900080405165 01.10.19 18:53 08887 00400033 001 0005165",COOP GENOSSENSCHAFT,CHE-116.311.185,01.10.2019,80.4,CHF
Da Paulo (113), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7315 23.08.2019 TISCH 12 13:28:21 2 Hit 5 37.50 75.00 3 San Pell. 5dl 6.30 18.90 1 Menu 1 16.90 16.90 Rechnungsbetrag Fr. 110.80 Eur 100.70 MWST NETTO STEUER BRUTTO 1 = 7.7% 102.88 7.92 110.80 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,23.08.2019,110.8,CHF
Migros market (160), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG TEL. 052 208 15 91 CHF Tages-Fitnessteller 15.80 2 PET Getränk / RedBull 3.60 2 TOTAL 19.40 BAR 100.00 ZURUECK 80.60 TOTAL IN EURO 17.65 MUST-NUMMER: CHE-105.784.711 MUST GR MWST% TOTAL MWST 2 7.70 19.40 1.39 BESTEN DANK FUR IHREN EINKAUF! 0520736421121600001940 ART 00002 TRANSARTION 07364 BEDIEN. KNR KST. DATUM ZEIT 0000759 052 95480 21.05.2019 12:16,MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG,CHE-105.784.711,21.05.2019,19.4,CHF
Coop market (74)," coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Bio Tessinerbrot 1 2.95 2.95 0 Senneli 80G 2 0.80 1.60 0 Doppelbuerli 2St 180 2 1.50 3.00 0 Big Silserb.Gipfel 8 1.30 10.40 0 MH Choco Croissant 9 1.80 16.20 0 Berliner 2St 130G 1 2.20 2.20 0 Milchdrink past ESL 1 1.60 1.60 0 Jogurt Erdbeer 2 0.55 1.10 0 Trutenbrust geräucht 2 3.55 7.10 0 Blonde Family LEP B- 1 7.80 7.80 1# TOTAL CHF 53.95 BAR 53.95 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 46.15 1.13 1 7.70 7.80 0.56 Anzahl gekaufter Artikel 29 SUPERCARD NR.: 2501******6557 ALTER PUNKTESTAND SALDO 4618 SUB-/TOTAL EXCL.* 53.95 53 SUPERPUNKTE AUS EINKAUF 53 NEVER PUNKTESTAND SALDO 4671 Erhalten physische Samnelmarken Kräutergarten 5 Kappa Trophy 5 # ARTIKEL NUR PUNKTEBERECHI IGT / KEIN RABATT ES BEDIENTE SIE Frau Huber Dankão für Ihre chauf 9900020846426032000053954954 26.03.20 08:52 08464 00236139 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,26.03.2020,53.95,CHF
Coop market (60)," stute coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Bio Buttergipf.rust 1 0.95 0.95 0 Big Silserb.Gipfel 6 1.30 7.80 0 Schoggiweggli 72G 1 1.75 1.75 0 Semmeli 80G 4 0.80 3.20 0 Doppelbuerli 2St 180 1 1.50 1.50 0 Mortadella Bologna 1 3.00 3.00 0 Mortadella fein 0.131 3.80 3.80 0 Mortadella fein 0.131 3.80 3.80 0 Max Havelaan Bananen 0.711 2.10 2.10 0 Max Havelaar Bananen 0.864 2.55 2.55 0 Nektarine gelb offen 0.569 2.25 2.25 0 Apfel Gala 0.371 1.30 1.30 0 Marlboro Red B-PT 1 8.80 8.80 1# TOTAL CHF 42.80 BAR 53.00 Zurück CHF -10.20 COOP GENOSSENSCHAFT, CHE-116.311.185 MWS1 GR MWST% TOTAL HWST I 2.50 34.00 0.83 1 7.70 8.80 0.63 Anzahl gekaufter Artikel 21 SUPERCARD NR.: 2501 [******6557 ALTER PUNKIESTAND SALDO 7397 SUB-/TOTAL EXCL.* 42.80 42 SUPERPUNKTE AUS EINKAUF 42 NEVER PUNKTESTAND SALDO 7439 Erhalten physische Samnelmarken Kappa Trophy 4 Outdoor 4 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATI ES BEDIENTE SIE Frau Imeri as Dankão für lhre Ichauf gruttuoings'l 99000208049290620000428049 5 4 29.06.20 08:48 08049 00363588 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,29.06.2020,42.8,CHF
Coop market (204)," coop Für mich und dich. Zürich Letzipark Artikel Menge Preis Aktion Total Chips Nature 280G 1 5.70 5.70 0 Zweifel Chips Papri 1 5.70 5.70 0 Himbeer Sirup 75CL 2 2.20 4.40 0 Sprite 1.5L 2 2.20 4.40 0 Fanta Shokata 1.5L 1 2.30 2.30 0 SchweppesTonic 50cl 4 1.95 7.80 0 mit Kohlensäure 75CL 1 2.25 2.25 0 FS Original 18x33CL 1 21.45 14.30 14.30 1 A Berliner Luft 70cl 2 18.95 37.90 1# Velvet 70CL 1 25.95 25.95 1# Hendrick's Gin 70CL 2 32.95 65.90 1# PET Tasche Standard 2 2.00 4.00 1# TOTAL CHF 180.60 Maestro CH 180.60 Buchung Maestro Contactless XXXXXXXXXXXXXXX1035 24.10.2020 19:21 #31413933*00240489/112610/00000000002# Total-EFT CHF: 180.60 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 32.55 0.79 1 7.70 148.05 10.58 Sie sparen 7.15 Anzahl gekaufter Artikel 20 Erhalten physische Samnelmarken Badezimmer Trophy 36 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Herr Derguti Viela Dank für Ihre Ichauf 9900080616824102000180601983 24.10.20 19:20 06168 00237125 008 0001983",COOP GENOSSENSCHAFT,CHE-116.311.185,24.10.2020,180.6,CHF
Punto (97), Puntog RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-6647 21:35:52 27.08.2019 1x Aperol Spritz Fr 10.00 Fr 10.00 1x Moretti 0.33 Fr 5.50 Fr 5.50 1x Rivella Rot Fr 4.80 Fr 4.80 1x San Pellegrino 1/ Fr 5.00 Fr 5.00 1x Elios Negroamaro Fr 25.00 Fr 25.00 2x Insalata Verde Fr 8.00 Fr 16.00 1x Insalata Mista Fr 10.00 Fr 10.00 1x Casarecci con Fun Fr 24.50 Fr 24.50 1x Spaghetti alla Ca Fr 21.00 Fr 21.00 1x Scaloppine di vit Fr 33.00 Fr 33.00 1x Dai - Dai Fr 5.00 Fr 5.00 1x Semifreddo con Pi Fr 9.00 Fr 9.00 1x Tiramisu Fr 9.00 Fr 9.00 2x di Amarone Fr 8.00 Fr 16.00 2x Divers. Liköre Fr 7.00 Fr 14.00 Total Fr 207.80 Gegeben (Bar) Fr 207.80 MwSt.% Brutto Netto MwSt. 7.7% Fr 207.80 Fr 192.94 Fr 14.86 Bedient von: Service Punto9 Tisch: Tisch 4 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Puntog RISTORANTE CAFFE BAR,CHE-208.429.690,27.08.2019,207.8,CHF
Da Paulo (23), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 10206 30.11.2019 TISCH 12 00:52:36 10 Schneiderweissen 7.50 75.00 36 Coca Cola 5.30 190.80 20 Cola light 5.30 106.00 10 Fanta 5.30 53.00 20 San Pell. 5dl 6.30 126.00 25 Agua Pan. 5dl 6.30 157.50 20 San Pellegri 11 11.20 224.00 20 Rivella rot 5.30 106.00 2 Rib-Eye 200g 48.50 97.00 2 Rib-Eye 300g 59.50 119.00 3 Gamberoni daPaulo 39.50 118.50 Rechnungsbetrag Fr. 1372.80 Eur 1248.00 MWST NETTO STEUER BRUTTO 1= 7.7 % 1274.65 98.15 1372.80 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,30.11.2019,1372.8,CHF
Coop market (179)," coop Für mich und dich. Zürich Tiefenbrunnen Artikel Menge Preis Aktion Total Salat Pasta 8 Pesto 2 4.30 8.60 0 Haribo Pfirsich 100g 1 1.95 1.95 0 TOTAL CHF 10.55 Maestro CH 10.55 Buchung Maestro Contactless XXXXXXXXXXXXXXX4202 16.11.2020 13:00 #31411767*01022106/111064/000000000028 Total-EFT CHF: 10.55 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 10.55 0.26 Anzahl gekaufter Artikel 3 Erhalten physische Sammelmarken Snow 1 Badezimmer Trophy 1 ES BEDIENTE SIE Springer (Coop Team) Danke viel Mal für Ihre Ichauf 990001087181611200001055124 6 16.11.20 13:00 08718 00008100 001 0001246",COOP GENOSSENSCHAFT,CHE-116.311.185,16.11.2020,10.55,CHF
Migros market (80), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ TAKE AWAY ROSENBERG TEL. 052 208 15 91 CHF Poulet 1/2 6.20 1 Bürli 0.80 1 SEMMEL 0.70 1 SUBTOTAL 7.70 PET Getränk / RedBull 2.50 1 KETCHUP / SENF 0.70 1 TOTAL 10.90 BAR 20.00 ZURUECK 9.10 TOTAL IN EURO 9.55 MWST-NUMMER: CHE-105.784.711 MWST GR MWST% TOTAL MWST 1 2.50 10.90 0.27 BESTEN DANK FOR IHREN EINKAUF! 0720510204120800001090 VERKAEUFER : 0000005 Pereira Da Silva S ART 00005 TRANSAKTION: 05102 BEDIEN. KNR KST. DATUM ZEIT 0000782 072 95595 04.04.2018 12:08,MIGROS GENOSSENSCHAFT,CHE-105.784.711,04.04.2018,10.9,CHF
Coop market (85)," coop Für mich und dich. non B+H Zürich Oerlikon Eleven Artikel Menge Preis Aktion Total Bohrer SDS plus 5 110 4 6.50 26.00 1 TOTAL CHF 26.00 BAR 27.00 Zurück CHF -1.00 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST I 7.70 26.00 1.86 Anzahl gekaufter Artikel 4 ES BEDIENTE SIE Coop Team Vielen Dank für Ihren Einkauf Rückgabe nur nit Kassenbon 9900510591621081900026002249 21.08.19 19:29 05916 00005151 051 0002249",COOP GENOSSENSCHAFT,CHE-116.311.185,21.08.2019,26.0,CHF
Socar (11)," SOCAR migrolino SOCAR Dübendorf Ringstr. 17 8600 Duebendorf SOCAR Energy Switzerland GmbH,Zürich TEL 079/463'66'28 StNr: 150024 Kasse 1 Bed. 8 Dat. 25.02.2018 15:07 Beleg Nr. 9972 THE BELEG KOPIE THE 95 BLEIFREI SAULEN NR 2 70,47 4 45,17 LITER* 1,560 CHF/LITER Haribo Roulette 0,70 2 TOTAL CHF 71,17 Buchung Maestro-CH XXXXXXXXXXXXXXX3994 25.02.2018 15:07:30 Trm-Id: 21401541 Act-Id: - 262 AID: A0000000043060 Trx. Seq-Cnt: 17453990515 STAN: 49811 Aut-Id: 110919 PANEnc: CD57BOBCE199517621EF44B6352B64AR Total-EFT CHF 71.17 MWSTKL MWST% MWST + Netto 1 Brutto MWSt2 2,5% 0,02 0,68 0,70 MWSt4 7,7% 5,04 65,43 70,47 MWST TOTAL 5,06 66,11 71,17 RECHNUNG CHE-106.847.076 MWST INFO ZU CUMULUS CARD STATIONSNUMMER 0001 KUNDE 2099372543435 TRANSAKTIONSNUMMER 9283 Auf Wiedersehen Gute Fahrt Einen schönen Tag no",SOCAR Energy Switzerland GmbH,CHE-106.847.076,25.02.2018,71.17,CHF
Avia (7), AVIA-Tankstelle Wehntalerstrasse 347 8046 Zürich-Affoltern Tankstellen-Nr. 0000590060 Beleg-Nr. 5776/058 0:58 09.06.18 17:57 Rechnung LIEFERANT: Osterwalder Zürich AG Neunbrunnenstrasse 38 8050 Zürich MWST-Nr.: CHE-105.837.454 MWST *000003 Diesel 30.00 CHF A* *S:02/1 16.96 1 1.769 CHF/1 x Total Treibstoff 30.00 CHF MuSt. A 7.70 % 2.14 CHF Gesamtbetrag 30.00 CHF PostFinance 30.00 CHF Typ Netto MWSt Brutto A: 7.70% 27.86 2.14 30.00 Beträge in EUR Gesamtbatrag 28.30 EUR *** Kundenbeleg *** Buchung PostFinance Card 09.06.2018 17:58:04 Trm-Id: 30901305 Trx. Seq-Cnt: 24769 Auth. Code: 1AD034 Total-EFT CHF: 30.00,Osterwalder Zürich AG,CHE-105.837.454,09.06.2018,30.0,CHF
Da Paulo (94), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 4603 27.05.2019 TISCH 62 21:37:17 3 Filetto di Manzo 41.50 124.50 1 Coca Cola 5.30 5.30 1 San Pellegri 11 11.20 11.20 1 Lachs Sommer 29.50 29.50 3 Kl.Caprese 14.50 43.50 Rechnungsbetrag Fr. 214.00 Eur 194.50 MWST NETTO STEUER BRUTTO 1 = 7.7% 198.70 15.30 214.00 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,27.05.2019,214.0,CHF
Coop market (9)," riw negelta seer tiga us ti W a :useb mom Hste-netst Für mich und dich. B+H Dübendorf Artikel Menge Preis Aktion Total audsh sib 107 susH ni3 Easy gib Wring&Clean hand shiuboi9 59.95 59.95 1 stioW_Hsta :usab rdsM TOTAL CHF 59.95 PostFinance 59.95 Buchung PostFinance Card XXXX9420 28.09.2019 oigeR nob 216 oi8 15:16 +sT #31414249*00201149/1KkU1WU/00000000004# stiow ussb Total-EFT CHF: 59.95 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 1 7.70 59.95 4.29 Anzahl gekaufter Artikel adom doo 1 netst 2U6 etlubor9-r9temeC ES BEDIENTE SIE Frau Sakhnowsky 19b SEE MU :usab rdeM Vielen Dank für Ihren Einkauf Rückgabe nur mit Kassenbon 9900030299428091900059952015 netsT 28.09.19 15:16 02994 00360201 003 0002015 ussb",COOP GENOSSENSCHAFT,CHE-116.311.185,28.09.2019,59.95,CHF
Denner market (53)," 191nu so ENNER Dübendorf wallisellenstrasse 17 8600 Dübendorf 058 999 06 61 M Bezeichnung Betrag B Lammnierstück Natur Aktion 7.85 B Denner Erdnüsse ge 500g 2 X 1.60 3.20 B Maggi Rindsbouillon krä 800g 10.90 # Rabatt 20% von 10.90 -2.20 Maggi Rindsbouillon krä 800g 10.90 # Rabatt 20% von 10.90 -2.20 B Maggi Rindsbouillon krä 800g 10.90 # Rabatt 20% von 10.90 -2.20 B Spinat frisch 500g 3.95 Total CHF neligT 41.10 mangnneb neinu 19/00 tim nebnerlstangden TITE Bargeld CHF 102.00 Rückgeld CHF 60.90 B MWSt. 2.5% 41.10 1.00 Total MWSt: 41.10 1.00 MwSt Nr. CHE-105.904.292 MWST # Rabatt nicht kumulierbar Es bediente Sie: A. YAPRAK Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 20.03.2019 11:32 #:41176 C:66102 6664P7605433730",Denner,CHE-105.904.292,20.03.2019,41.1,CHF
Da Paulo (38), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7330 23.08.2019 TISCH 302 21:02:30 3 Panache 5dl 6.70 20.10 2 Schneiderweissen 7.50 15.00 1 Sprite 5.30 5.30 1 Wienerschnitzel 37.50 37.50 1 Cordonbleu Schwein 29.50 29.50 4 Espresso 4.60 18.40 1 Primeburger150g 26.50 26.50 4 Stange 3dl 4.70 18.80 1 Souffle 11.50 11.50 2 TexasBurger300g 34.50 69.00 1 Texas Burger150gr 26.50 26.50 5 Tiramisu 9.50 47.50 1 Küche 8.00 8.00 Rechnungsbetrag Fr. 333.60 Eur 303.30 MWST NETTO STEUER BRUTTO 1= 7.7% 309.75 23.85 333.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,23.08.2019,333.6,CHF
Migros market (262), MIGROS GENOSSENSCHAFT MIGROS ZÜRICH MM DÜBENDORF TEL. 044 801 66 77 --- UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Kopfsalat rot 2.50 1 Kopfsalat 2.50 1 AKT Melone Charentais 3.20 1 Aktion 1.00- 1 Knollensellerie 2.60 1 Rispentomaten 6.50 1 Berliner gezuckert 2.10 1 Bio Buttergipfel 0.95 1 TOTAL 19.35 BAR 100.00 ZURUECK 80.65 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 DIN 19.35 0.47 CUMULUS-NUMMER: ni 2099.317.932.119 ERHALTENE PUNKTE: 19.350 ANZAHL STICKER FÜR DIESEN EINKAUF 0 BESTEN DANK FÜR IHREN EINKAUF! 0070410122095900001935 ART 00007 TRANSAKTION: 04101 C BEDIEN. KNR KST. DATUM ZEIT 0000110 007 150054 22.08.2018 09:59 20RDIM,MIGROS GENOSSENSCHAFT,CHE-105.970.604,22.08.2018,19.35,CHF
Post (36), DIEPOST 8600 Dübendorf 1 12.06.2018 / 13:37 / S5 Bestätigung Quittung Post CH AG Wankdorfallee 4 3030 Bern UID: CHE-116.302.542 MWST CHF 1 Einschreiben (R) (9) 6.30 Nr 98.00.860001. 05008206 kg 0.013 Empfänger: Amar Adrovic 8305 Dietlikon 1 Stand.Brief PRIO Europa -20g 7.50 Nr RC617081000CH kg 0.020 R-Brief Ausland Empfänger: Davide Ventarin 31025 Italien Total CHF 13.80 Bargeld ein -13.80 Rückgeld 0.00 (9): inkl. MWSt (7.7%) 0.45 Code mit der Post-App scannen und Sendung(en) verfolgen. Bewahren Sie diese Quittung sorgfältig auf. www.post.ch Contact Center 0848 888 888 Besten Dank für Ihren Besuch,Post CH AG,CHE-116.302.542,12.06.2018,13.8,CHF
Denner market (20)," DENNER Schlieren EKZ Lilie Uitikonerstrasse 9 8952 Schlieren 058 999 03 15 M Bezeichnung Betrag gnunisM girl anu el2 neligT B Gallo Azeite puro 1:75cl 7.45 B Pato Real Arroz Agulha1kg 2.10 B Tomaten Netz19g rieteneden 2.80 B Denner Karotten 1kg 1.85 B Schweins-Kotelettes dur 500g 6.25 Total CHF 20.45 Bargeld CHF 20.50 Rückgeld CHF 0.05 B MWSt. 2.5% S 20.45 0.50 Total MWSt: 20.45 0.50 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: A. Ramadani Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit deman Denner Newsletter unter www.denner.ch neb el2 e robo jim nebrieristeridden 02.08.2019 17:00 #:24640 C:31502 6662464099833865",DENNER Schlieren EKZ Lilie,CHE-105.904.292,02.08.2019,20.45,CHF
Denner market (104)," DENNER Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung Betrag B Vasco da Gama Sardinhas 84g 2 X 1.20 2.40 B Vittel Pet 6x1,5L 3 X 2.95 Aktion statt 17.10 8.85 Total CHF 11.25 pnunism STATE isnelisT etnu ngb gig gbo jim Bargeld CHF nebnerleteneden 12.00 Rückgeld CHF 0.75 B MWSt. 2.5% 11.25 0,27 Total MWSt: 11.25 0.27 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: Z. Dzaferi Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 05.10.2019 17:05 #:476 C:41101 6660047601363929 neb eia",DENNER Schlieren,CHE-105.904.292,05.10.2019,11.25,CHF
Punto (81), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-598 21:54:45 29.03.2018 1x San Pellegrino Wa Fr 5.00 Fr 5.00 3x Lager Hell 0.33 Fr 5.00 Fr 15.00 1x Col Reale Bianco Fr 6.00 Fr 6.00 3x Insalata Verde Fr 8.00 Fr 24.00 1x Insalata Mista Fr 10.00 Fr 10.00 1x Ravioli al tartuf Fr 26.00 Fr 26.00 2x Scaloppine di vit Fr 33.00 Fr 66.00 1x Brasato di Manzo Fr 36.00 Fr 36.00 2x Elios Negroamaro Fr 25.00 Fr 50.00 1x Espresso Fr 2.80 Fr 2.80 1x Creme Fr 3.30 Fr 3.30 Total Fr 244.10 Gegeben (Bar) Fr 244.10 MwSt.% Brutto Netto MwSt. 7.7% Fr 244.10 Fr 226.65 Fr 17.45 Bedient von: Service Punto9 Tisch: Tisch 8 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,29.03.2018,244.1,CHF
Coop market (203)," coop shop Für mich und dich. AFE AVI Schlieren Lilie Artikel Menge Preis Aktion Total Halbweissbrot 500G 1 1.20 1.20 0 Prix Garantie Banane 1 1.95 1.95 I Apfel 2.5kg IT 1 3.95 3.95 0 Primagusto Orangen 0.727 3.60 3.60 0 Rispentomaten 0.734 2.90 2.90 1 Nivea Seife E\da.show-11 1 2.40 2.40 1 Dunstfilter 1 3.50 3.50 1 TOTAL CHF 19.50 nedsti JiM BAR pluen state alb riw 20.00 0122019 Zurück CHF -0.50 612 siewro rob COOP GENOSSENSCHAFT, CHE-116,311.185 MWS1 GR MWST% TOTAL MWST 0 2.50 13.60 0.33 1 7.70 5.90 0.42 Anzahl gekaufter Artikel 7 negelta seerie SUPERCARD NR.: 2501 ******6557 enis nejet aiua old tim e ALTER PUNKTESTAND SALDO and 3084 tursh SUB-/TOTAL EXCL. tiala 19.50 19 SUPERPUNKTE AUS EINKAUF 19 NEVER PUNKTESTAND SALOO 3103 ES BEDIENTE SIE Frau Magedonci Viile Dank_für Ihre chauf neist eib nanoriaa stilubor9 9900070588626071900019501957 26.07.19 18:19 05886 00224109 007 0001957",COOP GENOSSENSCHAFT,"CHE-116,311.185",26.07.2019,19.5,CHF
